"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2021","AQS","510870014","1","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/10/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/16/2021","AQS","510870014","1","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/22/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/28/2021","AQS","510870014","1","5","ug/m3 SC","5","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/03/2021","AQS","510870014","1","5","ug/m3 SC","5","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/09/2021","AQS","510870014","1","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/15/2021","AQS","510870014","1","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/21/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/27/2021","AQS","510870014","1","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/05/2021","AQS","510870014","1","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/11/2021","AQS","510870014","1","23","ug/m3 SC","21","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/17/2021","AQS","510870014","1","2","ug/m3 SC","2","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/23/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/29/2021","AQS","510870014","1","5","ug/m3 SC","5","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"04/04/2021","AQS","510870014","1","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"04/10/2021","AQS","510870014","1","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"04/16/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"04/22/2021","AQS","510870014","1","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"04/28/2021","AQS","510870014","1","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"05/04/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"05/10/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"05/22/2021","AQS","510870014","1","15","ug/m3 SC","14","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"05/28/2021","AQS","510870014","1","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"06/03/2021","AQS","510870014","1","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"06/09/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"06/15/2021","AQS","510870014","1","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"06/21/2021","AQS","510870014","1","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"06/27/2021","AQS","510870014","1","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"07/03/2021","AQS","510870014","1","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"07/09/2021","AQS","510870014","1","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"07/15/2021","AQS","510870014","1","15","ug/m3 SC","14","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"07/21/2021","AQS","510870014","1","39","ug/m3 SC","36","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"07/27/2021","AQS","510870014","1","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"08/02/2021","AQS","510870014","1","21","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"08/08/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"08/14/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"08/20/2021","AQS","510870014","1","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"08/26/2021","AQS","510870014","1","20","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"09/01/2021","AQS","510870014","1","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"09/07/2021","AQS","510870014","1","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"09/13/2021","AQS","510870014","1","18","ug/m3 SC","17","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"09/19/2021","AQS","510870014","1","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"09/25/2021","AQS","510870014","1","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/01/2021","AQS","510870014","1","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/07/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/13/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/19/2021","AQS","510870014","1","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/25/2021","AQS","510870014","1","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/31/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/06/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/12/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/18/2021","AQS","510870014","1","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/24/2021","AQS","510870014","1","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/30/2021","AQS","510870014","1","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/06/2021","AQS","510870014","1","15","ug/m3 SC","14","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/12/2021","AQS","510870014","1","5","ug/m3 SC","5","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/18/2021","AQS","510870014","1","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/24/2021","AQS","510870014","1","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/30/2021","AQS","510870014","1","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/01/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/02/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/03/2021","AQS","510870014","3","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/04/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/05/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/06/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/07/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/08/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/09/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/10/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/11/2021","AQS","510870014","3","19","ug/m3 SC","18","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/12/2021","AQS","510870014","3","15","ug/m3 SC","14","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/13/2021","AQS","510870014","3","18","ug/m3 SC","17","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/14/2021","AQS","510870014","3","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/15/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/16/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/17/2021","AQS","510870014","3","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/18/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/19/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/20/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/21/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/22/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/23/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/24/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/25/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/26/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/27/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/28/2021","AQS","510870014","3","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/29/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/30/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/31/2021","AQS","510870014","3","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/01/2021","AQS","510870014","3","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/02/2021","AQS","510870014","3","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/03/2021","AQS","510870014","3","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/04/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/05/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/06/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/07/2021","AQS","510870014","3","5","ug/m3 SC","5","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/08/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/09/2021","AQS","510870014","3","15","ug/m3 SC","14","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/10/2021","AQS","510870014","3","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/11/2021","AQS","510870014","3","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/12/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/13/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/14/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/15/2021","AQS","510870014","3","22","ug/m3 SC","20","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/16/2021","AQS","510870014","3","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/17/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/18/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/19/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/20/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/21/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/22/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/23/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/25/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/26/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/27/2021","AQS","510870014","3","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"02/28/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/01/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/02/2021","AQS","510870014","3","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/04/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/05/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/06/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/07/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/08/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/09/2021","AQS","510870014","3","20","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/10/2021","AQS","510870014","3","29","ug/m3 SC","27","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/11/2021","AQS","510870014","3","29","ug/m3 SC","27","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/12/2021","AQS","510870014","3","21","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/13/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"03/14/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
