"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/01/2021","AQS","510410004","1","0.046","ppm","43","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/02/2021","AQS","510410004","1","0.052","ppm","48","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/03/2021","AQS","510410004","1","0.031","ppm","29","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/04/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/05/2021","AQS","510410004","1","0.045","ppm","42","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/06/2021","AQS","510410004","1","0.041","ppm","38","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/07/2021","AQS","510410004","1","0.036","ppm","33","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/08/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/09/2021","AQS","510410004","1","0.051","ppm","47","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/10/2021","AQS","510410004","1","0.03","ppm","28","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/11/2021","AQS","510410004","1","0.048","ppm","44","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/12/2021","AQS","510410004","1","0.032","ppm","30","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/13/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/14/2021","AQS","510410004","1","0.047","ppm","44","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/15/2021","AQS","510410004","1","0.055","ppm","51","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/16/2021","AQS","510410004","1","0.039","ppm","36","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/17/2021","AQS","510410004","1","0.053","ppm","49","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/18/2021","AQS","510410004","1","0.062","ppm","74","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/19/2021","AQS","510410004","1","0.055","ppm","51","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/20/2021","AQS","510410004","1","0.071","ppm","101","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/21/2021","AQS","510410004","1","0.052","ppm","48","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/22/2021","AQS","510410004","1","0.049","ppm","45","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/23/2021","AQS","510410004","1","0.055","ppm","51","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/24/2021","AQS","510410004","1","0.034","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/25/2021","AQS","510410004","1","0.04","ppm","37","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/26/2021","AQS","510410004","1","0.052","ppm","48","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/27/2021","AQS","510410004","1","0.049","ppm","45","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/28/2021","AQS","510410004","1","0.048","ppm","44","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/29/2021","AQS","510410004","1","0.029","ppm","27","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/30/2021","AQS","510410004","1","0.023","ppm","21","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"05/31/2021","AQS","510410004","1","0.033","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/01/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/02/2021","AQS","510410004","1","0.044","ppm","41","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/03/2021","AQS","510410004","1","0.019","ppm","18","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/04/2021","AQS","510410004","1","0.034","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/05/2021","AQS","510410004","1","0.054","ppm","50","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/06/2021","AQS","510410004","1","0.045","ppm","42","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/07/2021","AQS","510410004","1","0.027","ppm","25","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/08/2021","AQS","510410004","1","0.031","ppm","29","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/09/2021","AQS","510410004","1","0.035","ppm","32","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/10/2021","AQS","510410004","1","0.026","ppm","24","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/11/2021","AQS","510410004","1","0.023","ppm","21","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/12/2021","AQS","510410004","1","0.022","ppm","20","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/13/2021","AQS","510410004","1","0.046","ppm","43","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/14/2021","AQS","510410004","1","0.039","ppm","36","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/15/2021","AQS","510410004","1","0.045","ppm","42","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/16/2021","AQS","510410004","1","0.041","ppm","38","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/17/2021","AQS","510410004","1","0.05","ppm","46","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/18/2021","AQS","510410004","1","0.058","ppm","61","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/19/2021","AQS","510410004","1","0.048","ppm","44","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/20/2021","AQS","510410004","1","0.024","ppm","22","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/21/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/22/2021","AQS","510410004","1","0.024","ppm","22","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/23/2021","AQS","510410004","1","0.041","ppm","38","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/24/2021","AQS","510410004","1","0.046","ppm","43","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/25/2021","AQS","510410004","1","0.04","ppm","37","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/26/2021","AQS","510410004","1","0.014","ppm","13","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/27/2021","AQS","510410004","1","0.014","ppm","13","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/28/2021","AQS","510410004","1","0.021","ppm","19","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/29/2021","AQS","510410004","1","0.023","ppm","21","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"06/30/2021","AQS","510410004","1","0.037","ppm","34","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/01/2021","AQS","510410004","1","0.035","ppm","32","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/02/2021","AQS","510410004","1","0.032","ppm","30","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/03/2021","AQS","510410004","1","0.035","ppm","32","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/04/2021","AQS","510410004","1","0.037","ppm","34","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/05/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/06/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/07/2021","AQS","510410004","1","0.046","ppm","43","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/08/2021","AQS","510410004","1","0.015","ppm","14","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/09/2021","AQS","510410004","1","0.031","ppm","29","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/10/2021","AQS","510410004","1","0.04","ppm","37","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/11/2021","AQS","510410004","1","0.029","ppm","27","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/12/2021","AQS","510410004","1","0.025","ppm","23","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/13/2021","AQS","510410004","1","0.029","ppm","27","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/14/2021","AQS","510410004","1","0.034","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/15/2021","AQS","510410004","1","0.033","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/16/2021","AQS","510410004","1","0.04","ppm","37","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/17/2021","AQS","510410004","1","0.035","ppm","32","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/18/2021","AQS","510410004","1","0.029","ppm","27","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/19/2021","AQS","510410004","1","0.026","ppm","24","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/20/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/21/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/22/2021","AQS","510410004","1","0.046","ppm","43","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/23/2021","AQS","510410004","1","0.046","ppm","43","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/24/2021","AQS","510410004","1","0.039","ppm","36","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/25/2021","AQS","510410004","1","0.036","ppm","33","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/26/2021","AQS","510410004","1","0.037","ppm","34","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/27/2021","AQS","510410004","1","0.041","ppm","38","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/28/2021","AQS","510410004","1","0.061","ppm","71","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/29/2021","AQS","510410004","1","0.037","ppm","34","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/30/2021","AQS","510410004","1","0.048","ppm","44","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"07/31/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/01/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/02/2021","AQS","510410004","1","0.048","ppm","44","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/03/2021","AQS","510410004","1","0.037","ppm","34","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/04/2021","AQS","510410004","1","0.041","ppm","38","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/05/2021","AQS","510410004","1","0.061","ppm","71","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/06/2021","AQS","510410004","1","0.061","ppm","71","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/07/2021","AQS","510410004","1","0.036","ppm","33","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/08/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/09/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/10/2021","AQS","510410004","1","0.035","ppm","32","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/11/2021","AQS","510410004","1","0.031","ppm","29","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/12/2021","AQS","510410004","1","0.03","ppm","28","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/13/2021","AQS","510410004","1","0.033","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/14/2021","AQS","510410004","1","0.033","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/15/2021","AQS","510410004","1","0.039","ppm","36","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/16/2021","AQS","510410004","1","0.02","ppm","19","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/17/2021","AQS","510410004","1","0.013","ppm","12","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/18/2021","AQS","510410004","1","0.019","ppm","18","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/19/2021","AQS","510410004","1","0.026","ppm","24","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/20/2021","AQS","510410004","1","0.031","ppm","29","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/21/2021","AQS","510410004","1","0.041","ppm","38","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/22/2021","AQS","510410004","1","0.029","ppm","27","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/23/2021","AQS","510410004","1","0.04","ppm","37","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/24/2021","AQS","510410004","1","0.052","ppm","48","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/25/2021","AQS","510410004","1","0.069","ppm","97","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/26/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/27/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/28/2021","AQS","510410004","1","0.052","ppm","48","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/29/2021","AQS","510410004","1","0.037","ppm","34","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/30/2021","AQS","510410004","1","0.032","ppm","30","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"08/31/2021","AQS","510410004","1","0.033","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/01/2021","AQS","510410004","1","0.034","ppm","31","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/02/2021","AQS","510410004","1","0.038","ppm","35","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/03/2021","AQS","510410004","1","0.046","ppm","43","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/04/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/05/2021","AQS","510410004","1","0.043","ppm","40","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/06/2021","AQS","510410004","1","0.039","ppm","36","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/07/2021","AQS","510410004","1","0.042","ppm","39","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/08/2021","AQS","510410004","1","0.036","ppm","33","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/09/2021","AQS","510410004","1","0.031","ppm","29","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/10/2021","AQS","510410004","1","0.036","ppm","33","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/11/2021","AQS","510410004","1","0.036","ppm","33","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
"09/12/2021","AQS","510410004","1","0.041","ppm","38","VDOT Chesterfield Residency Shop","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","041","Chesterfield","37.3574800009103","-77.59355"
